id,name,email,favorite_flavor
d93a671a-b9da-4434-a4fd-af3a17622ecc,Lisabeth,Lisabeth5559@comcast.net,lingonberry
48b5a187-8bf4-4f46-9ef0-7ada17e506a1,Lagina,Lagina5581@comcast.net,cookie crisp
9494351e-529e-4a8b-bfcf-bdb0bb53d08a,Treasa,Treasa5599@hotmail.com,waffle
f6f2a270-dc27-4db1-b03b-32b896307868,Raynard,Raynard5656@yahoo.com,cookie crisp
bf0c71bb-d90c-4e8a-bd47-27cfc8599b9e,Tel,Tel5746@yahoo.com,huckleberry
fd916c81-1bae-44b1-ae7e-401949550724,Rex,Rex5770@aim.chat,pikachu
4ef7fa88-aec8-4bf8-8158-5dcf65bc93ee,Passion,Passion5772@yahoo.com,cookie crisp
7edbaec1-3b35-41a0-9ca0-144c00f154c5,Shardee,Shardee5865@hotmail.com,pikachu
c1e4216c-54b6-4208-b7bc-e4d351d27af8,Valencia,Valencia5874@hotmail.com,waffle
d3d4bc06-261a-4a0a-8fab-c524930a1ee9,Eason,Eason5926@comcast.net,waffle
0a9fb9ba-1de2-4cde-967d-106ef6d54346,Luan,Luan5962@gmail.com,caperberry
0627310d-6521-4884-beb1-5a0d4e3adb83,Veonica,Veonica5969@gmail.com,honey comb
6302d284-0d1b-4c03-b07a-6f69ce3b2704,Tyreka,Tyreka6003@hotmail.com,caperberry
1e254593-74e0-427f-a10c-6a3f536115a8,Carter,Carter6024@hotmail.com,lingonberry
ccac846e-f594-452c-becd-7398e5c68173,Tomi,Tomi6050@aim.chat,raspberry
aff88585-dc0f-43e9-96a8-a2b081a5620d,Saulo,Saulo6104@yahoo.com,pikachu
0b99e3d5-a199-4052-8a79-7eba4177bdb5,Shawntia,Shawntia6109@yahoo.com,huckleberry
e46f968e-2663-4a20-a03b-ab9257e71c8a,Larhonda,Larhonda6116@comcast.net,huckleberry
2e9f4813-cda6-464a-b1a8-95dda2f1a791,Latoshia,Latoshia6126@yahoo.com,cookie crisp
7f19c8a5-dfc2-47ba-8eef-6b277a44b577,Katherina,Katherina6183@aim.chat,waffle
919e637c-f8a3-48ac-ab20-9bfa1fdde66f,Roselia,Roselia6203@yahoo.com,huckleberry
b8f14856-0e73-40d3-aac6-b0955bbbc69d,Jari,Jari6217@yahoo.com,pikachu
f096160c-984d-416f-9d0f-851c3841a032,Morgaine,Morgaine6244@gmail.com,honey comb
06c7ccc3-8183-47d3-87e6-5cc9f33fdcf6,Stanely,Stanely6255@yahoo.com,honey comb
cb449560-3f6f-4cac-8568-aa65fbb15119,Semone,Semone6289@hotmail.com,blueberry
ac8a3512-0581-4a5a-b980-5076989bcf5e,Juanmanuel,Juanmanuel6322@comcast.net,lingonberry
41d98676-37ac-4b23-beba-d1d73a080f78,Terre,Terre6337@comcast.net,blueberry
06eafcd3-fcc3-49a3-8ad1-f06e6324fc73,Jeanine,Jeanine6340@comcast.net,huckleberry
b9f3e0c5-8b0c-43f9-9834-3f59b1e307f0,Amberlee,Amberlee6354@hotmail.com,honey comb
4638c5db-f481-4190-b334-d85ea96a07fa,Samirah,Samirah6356@yahoo.com,caperberry
82e53812-4ab4-43d5-bbc3-258bd096f66b,Lannie,Lannie6388@gmail.com,raspberry
6083e339-d5f0-4c50-9efb-c72d2b3dafe3,Ashlynn,Ashlynn6408@yahoo.com,pikachu
cfa3f13d-e7e8-4f32-8a51-1507ca25e365,Karah,Karah6410@hotmail.com,honey comb
358a4178-0714-46b2-9c39-155607d4880e,Raelene,Raelene6416@yahoo.com,pikachu
f7b5507f-f6b1-4873-bbfe-f3ef87d4c949,Lekisha,Lekisha6420@yahoo.com,waffle
79c78410-5db5-4bba-9913-cd17566c021e,Le,Le6464@aim.chat,huckleberry
839393c7-1061-49e4-b79c-1abdd75ce4f8,Caralyn,Caralyn6468@yahoo.com,cookie crisp
94dbba5e-7e07-4b55-95d2-f2de54d50dae,Sesar,Sesar6474@hotmail.com,honey comb
431cdd4a-7ca9-4e05-914d-2bb38121bd06,Dannel,Dannel6484@gmail.com,cookie crisp
0c828daa-1114-402a-aa47-76b1329f4010,Colene,Colene6500@hotmail.com,blueberry
fcb55cc4-5bcd-4aac-8f4d-3984233302ac,Simone,Simone6503@yahoo.com,pikachu
a720b4cd-accc-450f-b1f5-63a3328b735c,Shenice,Shenice6513@comcast.net,waffle
d9aa41cc-374a-4e11-8876-8b683f760e0f,Bettyjo,Bettyjo6532@yahoo.com,raspberry
b41abff3-bb3c-4e65-9e6e-d90e9a337114,Tatyana,Tatyana6570@yahoo.com,raspberry
413ae66b-fc24-4eec-a819-a1a5237ae5db,Olawale,Olawale6599@yahoo.com,raspberry
01dd6bab-a397-4f25-bad5-2cee5a491235,Makeia,Makeia6601@aim.chat,honey comb
b1cc7183-4e36-4752-8e29-7cbdf12929aa,Kraig,Kraig6604@hotmail.com,huckleberry
93634c4d-37e2-4b82-a493-394782345f98,Deisi,Deisi6630@yahoo.com,blueberry
c623cb91-4667-4c09-b18e-18f7b69046f5,Rosland,Rosland6648@hotmail.com,blueberry
3f3fd3df-946b-4b41-9761-3462d62aec15,Zenas,Zenas6656@comcast.net,lingonberry
e24c2492-c134-4412-8b00-9fe2e351dc9c,Jaquline,Jaquline6662@aim.chat,pikachu
7815bd58-715a-4036-a773-a649e9d87db0,Sambath,Sambath6670@yahoo.com,raspberry
df384f4a-3bd2-4d5f-90d9-cc5be8b77c8e,Corianne,Corianne6682@gmail.com,raspberry
ae34be9f-fdba-47f0-ae03-980a380d5194,Jamesha,Jamesha6684@yahoo.com,honey comb
b43cff8c-ba43-4f0a-b2a8-fd49d999af68,Jake,Jake6695@gmail.com,waffle
5240ffb6-1619-4f48-9c4f-6b69eae90e03,Aliyah,Aliyah6709@gmail.com,raspberry
5d517324-0b5e-4fb9-bac6-821be8e9b89d,Kaitlin,Kaitlin6713@comcast.net,honey comb
78afa57e-550d-4904-b6b7-9ddb32c54d0f,Jamaar,Jamaar6752@comcast.net,raspberry
c63dae2b-5d08-4daf-a9e4-e431b7ad523a,Loyal,Loyal6815@aim.chat,pikachu
1ef08a19-d116-436b-9824-85ddf55c04b8,Yennifer,Yennifer6829@hotmail.com,blueberry
6ac7aeba-9e93-4400-a7a3-1084816ed696,Ramos,Ramos6882@yahoo.com,lingonberry
5d09137f-ae1a-4a91-8721-e5e3dc13519c,Consuela,Consuela6897@gmail.com,pikachu
8bb9c191-7b24-4e62-a4c4-42395c441e06,Suzzette,Suzzette6910@gmail.com,huckleberry
a2e0f8c2-83c8-41ce-b1ce-c07bf126fce0,Shaka,Shaka6925@aim.chat,pikachu
2b73a656-579d-451d-84a2-55342189b894,Kenesha,Kenesha6967@gmail.com,pikachu
23ca052c-febd-4003-8d03-89becdd1f1fd,Sok,Sok6987@comcast.net,caperberry
8fc201f4-4909-44ef-a1be-2cfd62f705f6,Cilicia,Cilicia7004@gmail.com,cookie crisp
fa80b2f4-2f4e-4b1e-92ea-9b8cc75efaae,Godfrey,Godfrey7006@hotmail.com,huckleberry
311d5854-164e-42e3-8e5f-2ba8311e4488,Ashlyn,Ashlyn7041@comcast.net,blueberry
f439f8e0-3f50-41ab-abcb-1c1f537a33fb,Azalia,Azalia7063@aim.chat,waffle
277c9b41-ab2c-482b-af84-3d66fdf16723,Tyshelle,Tyshelle7109@hotmail.com,cookie crisp
ad81448e-9c83-46c4-8ac1-6f13c9475b5d,Pearlie,Pearlie7121@yahoo.com,honey comb
8abaadcd-d556-4143-a2c0-486e94720084,Laria,Laria7143@hotmail.com,cookie crisp
76a2c9d7-e4a6-4816-90bb-006452cb5447,Lacinda,Lacinda7147@yahoo.com,raspberry
e62dc262-c07e-483f-9253-88e5344a3259,Melita,Melita7150@yahoo.com,honey comb
5ad57cd2-39e2-4475-8836-4f265e740c92,Willard,Willard7169@yahoo.com,huckleberry
29be2003-eb51-4257-a086-6f4f8834331b,Bridgett,Bridgett7173@hotmail.com,lingonberry
e279c0db-16e3-47f5-9681-d99faa996c02,Sherise,Sherise7202@comcast.net,raspberry
d850f107-8fab-4f18-ad54-ceb018f48962,Djuana,Djuana7205@comcast.net,honey comb
b157188b-6dd9-4579-8957-10ce0e6248c8,Ai,Ai7224@gmail.com,waffle
f70169cf-b6ab-42ac-b83b-4a491c80102b,Wynonna,Wynonna7231@hotmail.com,pikachu
680c54dd-c9a8-44e1-aa28-ae670a8259cc,Jennilyn,Jennilyn7233@gmail.com,cookie crisp
7fc9a327-e87f-425d-847a-94a0c608ac36,Kaileen,Kaileen7251@gmail.com,cookie crisp
3ae0864e-8dd8-4319-a1b2-4e7b2fa362a1,Laronda,Laronda7276@aim.chat,waffle
dbb595c5-574a-4ab5-b4b8-44b9bc87aad6,Nieves,Nieves7286@yahoo.com,huckleberry
e474e912-c3af-464f-a7cd-2f73e186f467,Jedd,Jedd7326@gmail.com,pikachu
f479d1b3-b598-4d8d-84ac-3aab061a526a,Aryeh,Aryeh7368@yahoo.com,cookie crisp
8d2a05d2-9f24-4ba1-be2e-8392e6efdb11,Preethi,Preethi7385@hotmail.com,cookie crisp
d7a2bd65-3b2f-4961-bd88-96291dd7a27a,Antione,Antione7428@hotmail.com,cookie crisp
953f6a26-b4cb-40ab-b652-b14ef595e8f8,Darya,Darya7430@yahoo.com,huckleberry
e4cd3b01-1998-46e8-a452-c465bdc0fe41,Deanza,Deanza7449@hotmail.com,lingonberry
c6c962de-09ed-4df5-aa44-dbf2ba05a2ee,Senta,Senta7465@gmail.com,pikachu
842af207-e711-43bd-8643-12c3bcf03ecc,Pratima,Pratima7473@aim.chat,caperberry
f870e6aa-250e-4b0c-b3d7-45a3a6523dd3,Ronnell,Ronnell7490@gmail.com,honey comb
48a7a160-6850-4bf9-a8f9-36200df5616a,Fraida,Fraida7511@hotmail.com,blueberry
eef849f0-61e0-4303-9251-0f7f9ffb86fc,Janika,Janika7517@comcast.net,raspberry
d38db5a8-b540-477d-bde7-a29e61c4fc86,Antoinette,Antoinette7522@comcast.net,cookie crisp
4cb29601-6dcc-4531-81c3-3dedfcb8ca93,Teka,Teka7537@comcast.net,cookie crisp
0cef6e8c-428c-4a66-a2f1-2be2248f042b,Catherine,Catherine7572@gmail.com,pikachu
c4f508a7-65a2-4841-8164-3ad805ac464b,Shakeila,Shakeila7611@yahoo.com,honey comb
4bf85f37-79bd-45ef-99c7-8f29aab20d2c,Markia,Markia7617@yahoo.com,honey comb
f2ff77f3-699d-4b19-844f-91a035a44120,Russ,Russ7619@comcast.net,raspberry
2d71e837-46d5-4326-8723-6534852ce32b,Jenafer,Jenafer7642@comcast.net,cookie crisp
0329c731-bc7f-4f59-acaf-4d6e35802209,Meshach,Meshach7654@hotmail.com,caperberry
35fe9bb2-c49e-43e5-a949-3c7db6689064,Litany,Litany7665@gmail.com,cookie crisp
27f1b444-7531-4c2e-bcae-c2f54e525e8d,Cyndel,Cyndel7667@hotmail.com,lingonberry
5091ba08-c491-4723-a23c-54194df1459a,Vuong,Vuong7690@comcast.net,huckleberry
79410147-5b9a-4058-a7c4-30027a40777a,Cinthya,Cinthya7707@yahoo.com,pikachu
f0e214d0-7c0d-43f0-a625-60d9d9cdf141,Kyndel,Kyndel7714@yahoo.com,pikachu
1cdb3419-6984-40b0-a324-90da6cfbcf45,Bach,Bach7745@hotmail.com,waffle
cf0415ae-ea8e-4e29-adf6-560b8d736938,Renald,Renald7747@hotmail.com,blueberry
58bcd0a8-6522-4e95-adba-37c1f5b3a633,Katlyn,Katlyn7770@hotmail.com,lingonberry
4ef06bc6-8c81-4c68-bb56-2b1df36fe1fa,Payam,Payam7777@yahoo.com,waffle
5defcf6d-1af4-4df1-8279-9a2d2bc347d7,Yuko,Yuko7785@hotmail.com,raspberry
ccbe7588-7f34-4b80-b3cf-a3288261d0c3,Passion,Passion7799@gmail.com,honey comb
c6fa40e3-6a58-4301-9153-f7be65820f8b,Alvie,Alvie7809@comcast.net,waffle
3c16223b-4524-4f0c-802e-3b7525d563df,Travonta,Travonta7826@hotmail.com,honey comb
e49f1082-0103-4fc3-bcfa-3753f7e4fbb6,Shandell,Shandell7862@aim.chat,waffle
90bf40ab-ea62-49be-a969-fc3172c65a18,Constancia,Constancia7922@comcast.net,pikachu
897b747d-a1a6-42fb-bccc-f7b691b87d86,Avian,Avian7927@gmail.com,waffle
57ef7bff-798f-4e7c-a7b7-7391a65396c1,Nzinga,Nzinga7937@comcast.net,huckleberry
77ca00df-4f9d-41bc-849a-c0c9b9ca9668,Densie,Densie7950@comcast.net,caperberry
e5f53ea2-090c-433b-a3d6-cff6fdc87ab2,Belkys,Belkys7955@yahoo.com,pikachu
49e6cb3b-0c72-44d6-aca4-7d10abca68cc,Brannen,Brannen7960@comcast.net,lingonberry
623caff7-e628-4ca6-81a4-2a575cc3f84e,Flor,Flor8010@aim.chat,blueberry
349b5eef-798c-488b-af1c-65700a5d09d8,Tifany,Tifany8045@comcast.net,huckleberry
23e8c9fc-5cf4-4982-a61f-dbe81a2e13eb,Amylynn,Amylynn8047@hotmail.com,lingonberry
4dafb15a-d051-4042-a066-123bcdc150b6,Chace,Chace8052@yahoo.com,caperberry
f0b7172c-5024-4535-9393-264a4b36252d,Lilton,Lilton8065@gmail.com,honey comb
f6aec603-7a0d-473c-87c8-cb55f53114fb,Joye,Joye8073@comcast.net,raspberry
db55e7e2-3ba3-40ed-9617-c6144a870de5,Austen,Austen8103@aim.chat,cookie crisp
87588177-7779-4bd4-bb18-92ef7764ede9,Marquarius,Marquarius8115@comcast.net,huckleberry
9a27ca13-8d6a-439b-bd84-513eb72214b7,Tanaia,Tanaia8118@aim.chat,waffle
323a12aa-0885-4187-bb7d-822d53d75bf4,Kametria,Kametria8141@hotmail.com,blueberry
3180a64f-9ae1-4519-bd61-bd60ebcea497,Mohsin,Mohsin8165@aim.chat,waffle
93da7d2f-0070-469b-b546-6a5194ba54c5,Crystol,Crystol8181@aim.chat,caperberry
3693735a-4c78-4cac-a1d3-0ec10efbf20d,Maritsa,Maritsa8204@comcast.net,huckleberry
1d9b098a-bd36-4373-a538-6782bcdd5f4b,Dudley,Dudley8222@comcast.net,lingonberry
475c7970-024b-4dbf-aacc-087f4052018e,Dani,Dani8230@hotmail.com,blueberry
e36345d6-917e-4f12-bedd-a4827552a771,Lavoris,Lavoris8260@yahoo.com,huckleberry
10c35f1c-b812-4a5e-b360-04ea73ddacab,Teodulo,Teodulo8273@yahoo.com,pikachu
0e29190e-e500-4010-8fe3-215b9f5051bd,Shina,Shina8297@gmail.com,huckleberry
52034b5d-690c-4ce4-ae5a-3a9eeb7b17e1,Dashell,Dashell8327@aim.chat,honey comb
dd867172-d45e-4bff-ae91-a136f604b42d,Godwin,Godwin8331@aim.chat,cookie crisp
87aec9c5-b445-4feb-b41c-a1c884af6860,Erina,Erina8347@aim.chat,caperberry
012b5254-0251-48c3-9e28-61ada6601015,Rith,Rith8355@gmail.com,waffle
f74313cb-e283-4fcb-b0e3-874712ae8481,Sadia,Sadia8363@aim.chat,cookie crisp
958f45c1-de21-4a15-a321-1691e8a2cf02,Amada,Amada8392@comcast.net,huckleberry
d84948ea-6e79-4726-a3e1-9cc0fee94819,Jeromy,Jeromy8436@aim.chat,blueberry
262eec90-d417-4c98-9379-7fc35989c9f1,Joshalyn,Joshalyn8454@aim.chat,cookie crisp
c7ee34b2-5bc5-4bdf-849b-66b1a5b2fa24,Jered,Jered8461@yahoo.com,cookie crisp
4ae895e6-fec6-4e34-87fb-6aa29501b043,Jodee,Jodee8469@yahoo.com,huckleberry
acefef41-ce9b-4e45-a4ac-7dd290b0b791,Linton,Linton8477@aim.chat,caperberry
112bbe74-9439-480c-870f-3d64346e6947,Hillery,Hillery8480@gmail.com,huckleberry
02f0ac8e-d232-4b28-b86b-989a57ec4014,Waleed,Waleed8491@comcast.net,caperberry
38eca472-e39e-452b-8717-77cf65e2523e,Aubry,Aubry8528@aim.chat,huckleberry
2a1707bc-e64d-4973-b324-e07637ddd59c,Rodman,Rodman8539@aim.chat,lingonberry
3fe46c3c-e2a8-4f7d-b771-9b08ba56c939,Antwion,Antwion8546@hotmail.com,huckleberry
0536b293-8698-45aa-9c4c-31fd7e51f469,Anny,Anny8552@hotmail.com,cookie crisp
3f8e9371-15fa-482d-8469-884e327a80c6,Ashlyn,Ashlyn8560@yahoo.com,lingonberry
d7e7f3b0-c7d8-4ed1-a2e2-b52008b9bb84,Montee,Montee8588@aim.chat,cookie crisp
c5ff9ba5-fab9-407a-aca6-c11568cc9379,Leola,Leola8596@gmail.com,caperberry
6efbd50a-7f9a-4b12-8c21-5ec87dfd3322,Raylon,Raylon8615@yahoo.com,cookie crisp
ed147fa5-2875-4e15-ac64-d3364f2623ca,Vivi,Vivi8642@hotmail.com,caperberry
7cfde1e7-b475-4ee1-b115-685e5cd3b6e0,Felisha,Felisha8651@yahoo.com,lingonberry
df0c2f6a-094c-4f52-a42f-c684a4716c11,Timathy,Timathy8685@hotmail.com,waffle
3f499fb2-39dc-4cbd-a597-cb0117288a5a,Tomie,Tomie8708@comcast.net,blueberry
c08e2b20-aab4-4e36-9d5b-5aa3d391a197,Vika,Vika8734@gmail.com,lingonberry
a547ce7a-9fa0-4769-89d3-62b7a856ebd6,Shameca,Shameca8742@hotmail.com,raspberry
48fca2e4-a886-4efb-b480-a80695fe4f77,Karene,Karene8766@yahoo.com,huckleberry
a7131b11-4f8c-4d33-b4cf-86c3ea335886,Neidra,Neidra8794@yahoo.com,raspberry
4d08270e-6fa7-4cc0-9aba-89d49b6d6b78,Davone,Davone8821@yahoo.com,huckleberry
3d2e75fc-c27b-4c90-9715-2d53f63a6c95,Taren,Taren8828@gmail.com,cookie crisp
12a9e728-a372-47f2-b3a6-d8a39126e0a5,Atavia,Atavia8848@comcast.net,pikachu
9ec07a7d-a8a0-4def-86b2-21ac3ad9d344,Kacee,Kacee8896@comcast.net,cookie crisp
ce6e12d4-50e9-45c4-b257-ca8fe579f5fb,Duyen,Duyen8930@yahoo.com,caperberry
e6099451-1ada-4ad6-88f0-bc4f49cbe632,Ramondo,Ramondo8971@gmail.com,huckleberry
7314eb7b-96e2-4f3e-8fab-95470bfd798a,Morgann,Morgann8976@hotmail.com,huckleberry
266e2a06-bfc1-4a2b-80b3-7c725f619fbc,Rowdy,Rowdy8988@hotmail.com,huckleberry
af63eb78-8c5d-4fbc-b3b3-d28a33c2550b,Rebecka,Rebecka8997@hotmail.com,caperberry
655d119d-b3fe-4fa6-8b6e-26dc0cb5bcd0,Crosby,Crosby9003@aim.chat,huckleberry
8649bb05-e136-4b64-bbe2-58bb7a02a1db,Davita,Davita9011@comcast.net,blueberry
0270bcf0-05ef-4a2b-9dde-294030e82246,Jaylyn,Jaylyn9014@comcast.net,lingonberry
0d75b76e-ca76-45d2-8c53-d90a89225d8b,Rashana,Rashana9025@aim.chat,cookie crisp
64e37d9f-7056-4c4d-9cef-60143055ae8d,Katerra,Katerra9029@hotmail.com,raspberry
a529b691-6ab1-412a-b4ce-56805c21ba80,Yong,Yong9077@hotmail.com,raspberry
1fb70c91-cb0c-44ac-8835-326052eff704,Kimbely,Kimbely9100@comcast.net,pikachu
5aa95026-0edd-4650-90aa-65f1402f1916,Alen,Alen9115@yahoo.com,pikachu
de3f5fd3-eea4-441a-9d38-ffceae987d67,Clent,Clent9122@gmail.com,blueberry
c6ef6837-500f-45d2-a9dd-684f7e4b2540,Geofrey,Geofrey9126@comcast.net,pikachu
68de4d03-aed1-46ca-8fa4-31517f580cbb,Latrece,Latrece9168@hotmail.com,honey comb
c3e6d2cf-7050-4970-a053-6662ac736e7e,Rajesh,Rajesh9175@gmail.com,waffle
238c389c-3c51-4b19-9020-a188b012b399,Sequana,Sequana9212@aim.chat,honey comb
2dca7ffb-8947-4142-a6a3-ef16d2ad8840,Tiffancy,Tiffancy9221@yahoo.com,raspberry
ac784c0c-de68-4dc2-9f7f-cb64890a207d,Celena,Celena9227@yahoo.com,lingonberry
ddfa2374-d5d9-4b1b-bbfd-7b7ea67d35ae,Sabreena,Sabreena9248@yahoo.com,honey comb
cfa12164-eb6c-4565-8d87-78c613b90856,Johanne,Johanne9279@yahoo.com,raspberry
17cd2afb-57ed-4abd-a363-2bda93842b11,Roshan,Roshan9291@yahoo.com,pikachu
d9970cae-4475-40b2-b566-20cb5704ff54,Alfredo,Alfredo9293@gmail.com,blueberry
0983f400-973c-4b32-90ed-b931c058f20c,Mystique,Mystique9302@hotmail.com,huckleberry
7da2d418-bd6e-48f8-a38b-6041ef2fb695,Estuardo,Estuardo9380@hotmail.com,blueberry
4ce695bd-60a2-4268-b770-05d281cb71bc,Brandolyn,Brandolyn9390@comcast.net,waffle
96b563eb-1d32-461c-b9ac-41fcc7f1d32b,Zakia,Zakia9397@yahoo.com,pikachu
